Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/06/2021,01/04/2020,01/02/2021,Arkansas,Male,35-44 years,27,740,45,,,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Male,45-54 years,87,1265,86,41,,136,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Male,50-64 years,273,3881,334,135,18,489,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Male,55-64 years,220,3155,272,105,15,402,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Male,65-74 years,381,4521,439,187,13,646,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Male,75-84 years,530,4695,558,255,,842,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Male,85 years and over,412,3432,431,204,,642,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,All Ages,1639,17307,1625,659,50,2651,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,Under 1 year,0,97,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,0-17 years,0,156,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,1-4 years,0,22,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,5-14 years,0,24,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,15-24 years,,109,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,18-29 years,,186,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,25-34 years,10,219,15,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,30-49 years,59,988,73,23,,110,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,35-44 years,21,462,27,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,45-54 years,49,894,83,26,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,50-64 years,174,2552,237,88,12,334,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,55-64 years,156,2055,190,77,,277,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,65-74 years,296,3339,344,142,14,511,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,75-84 years,459,4387,458,192,,733,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Arkansas,Female,85 years and over,647,5699,500,210,13,948,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,All Ages,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,Under 1 year,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,0-17 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,1-4 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,5-14 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,15-24 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,18-29 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,25-34 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,30-49 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,35-44 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,45-54 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,50-64 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,55-64 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,65-74 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,75-84 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Arkansas,Unknown,85 years and over,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,California,All Sexes,All Ages,23233,298853,30472,13073,809,41437,
01/06/2021,01/04/2020,01/02/2021,California,Male,All Ages,13442,159787,17291,7749,414,23396,
01/06/2021,01/04/2020,01/02/2021,California,Male,Under 1 year,,870,16,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Male,0-17 years,,1696,34,,12,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Male,1-4 years,0,185,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Male,5-14 years,,291,,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Male,15-24 years,34,2765,52,16,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Male,18-29 years,85,4830,115,32,,176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Male,25-34 years,156,5200,184,68,16,288,
01/06/2021,01/04/2020,01/02/2021,California,Male,30-49 years,996,13814,1010,543,46,1509,
01/06/2021,01/04/2020,01/02/2021,California,Male,35-44 years,434,6560,446,232,22,670,
01/06/2021,01/04/2020,01/02/2021,California,Male,45-54 years,1165,11232,1165,670,45,1705,
01/06/2021,01/04/2020,01/02/2021,California,Male,50-64 years,3117,30956,3391,1827,115,4796,
01/06/2021,01/04/2020,01/02/2021,California,Male,55-64 years,2410,24193,2673,1416,85,3752,
01/06/2021,01/04/2020,01/02/2021,California,Male,65-74 years,3247,33366,4044,1909,86,5466,
01/06/2021,01/04/2020,01/02/2021,California,Male,75-84 years,3165,36118,4478,1891,73,5825,
01/06/2021,01/04/2020,01/02/2021,California,Male,85 years and over,2828,39007,4219,1546,74,5575,
01/06/2021,01/04/2020,01/02/2021,California,Female,All Ages,9791,139062,13181,5324,395,18041,
01/06/2021,01/04/2020,01/02/2021,California,Female,Under 1 year,0,704,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Female,0-17 years,,1192,26,0,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Female,1-4 years,,121,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Female,5-14 years,0,217,14,0,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Female,15-24 years,31,896,29,,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Female,18-29 years,59,1572,73,27,12,117,
01/06/2021,01/04/2020,01/02/2021,California,Female,25-34 years,93,1912,109,45,19,176,
01/06/2021,01/04/2020,01/02/2021,California,Female,30-49 years,428,6561,533,218,46,789,
01/06/2021,01/04/2020,01/02/2021,California,Female,35-44 years,198,3040,252,106,21,365,
01/06/2021,01/04/2020,01/02/2021,California,Female,45-54 years,450,6227,577,255,33,805,
01/06/2021,01/04/2020,01/02/2021,California,Female,50-64 years,1322,17656,1789,794,81,2398,
01/06/2021,01/04/2020,01/02/2021,California,Female,55-64 years,1040,13864,1429,625,63,1907,
01/06/2021,01/04/2020,01/02/2021,California,Female,65-74 years,1769,22635,2471,1064,72,3247,
01/06/2021,01/04/2020,01/02/2021,California,Female,75-84 years,2498,32431,3377,1419,90,4545,
01/06/2021,01/04/2020,01/02/2021,California,Female,85 years and over,3711,57015,4912,1802,87,6908,
01/06/2021,01/04/2020,01/02/2021,California,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Unknown,1-4 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,California,Unknown,5-14 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,California,Unknown,15-24 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,California,Unknown,18-29 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,California,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,California,Unknown,35-44 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,California,Unknown,45-54 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,California,Unknown,50-64 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,California,Unknown,55-64 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,California,Unknown,65-74 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,California,Unknown,75-84 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,California,Unknown,85 years and over,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,All Sexes,All Ages,3994,45164,3969,1970,139,6127,
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,All Ages,2198,24039,2238,1172,70,3332,
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,Under 1 year,0,156,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,0-17 years,,337,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,1-4 years,0,30,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,5-14 years,,56,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,15-24 years,,519,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,18-29 years,10,882,12,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,25-34 years,10,969,25,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,30-49 years,98,2391,120,49,,177,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,35-44 years,36,1169,53,18,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,45-54 years,128,1692,128,69,10,197,
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,50-64 years,331,4509,365,172,23,547,
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,55-64 years,261,3528,286,131,16,432,
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,65-74 years,476,5090,542,275,14,757,
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,75-84 years,650,5505,646,364,,936,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Male,85 years and over,630,5325,551,307,15,887,
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,All Ages,1796,21124,1731,798,69,2795,
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,Under 1 year,0,150,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,0-17 years,,237,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,1-4 years,0,11,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,5-14 years,0,31,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,15-24 years,,192,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,18-29 years,,297,,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,25-34 years,,383,18,0,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,30-49 years,39,1200,74,20,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,35-44 years,20,559,33,10,,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,45-54 years,46,1001,71,25,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,50-64 years,138,2693,215,81,21,293,
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,55-64 years,108,2100,171,66,15,228,
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,65-74 years,273,3552,303,139,12,447,
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,75-84 years,501,4945,492,235,,765,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Female,85 years and over,840,8200,634,322,20,1172,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,1-4 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,5-14 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,15-24 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,18-29 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,25-34 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,30-49 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,35-44 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,45-54 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,50-64 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,55-64 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,65-74 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,75-84 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Colorado,Unknown,85 years and over,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Connecticut,All Sexes,All Ages,5111,33112,2594,1189,92,6605,
